title,year,duration_text,href
"West Indies in Zimbabwe, 2001 ",2001,Jul 20 - Jul 30,https://www.cricbuzz.com/cricket-series/1460/west-indies-in-zimbabwe-2001/matches
"India, New Zealand, Sri Lanka in Sri Lanka, 2001 ",2001,Jul 19 - Aug 04,https://www.cricbuzz.com/cricket-series/762/india-new-zealand-sri-lanka-in-sri-lanka-2001/matches
"Australia in England, 2001 ",2001,Jul 06 - Aug 26,https://www.cricbuzz.com/cricket-series/1461/australia-in-england-2001/matches
"India, West Indies, Zimbabwe in Zimbabwe, 2001 ",2001,Jun 24 - Jul 06,https://www.cricbuzz.com/cricket-series/761/india-west-indies-zimbabwe-in-zimbabwe-2001/matches
"India in Zimbabwe Test Series, 2001 ",2001,Jun 08 - Jun 17,https://www.cricbuzz.com/cricket-series/1459/india-in-zimbabwe-test-series-2001/matches
"Australia, England, Pakistan in England, 2001 ",2001,Jun 08 - Jun 22,https://www.cricbuzz.com/cricket-series/760/australia-england-pakistan-in-england-2001/matches
"Pakistan in England Test Series, 2001 ",2001,May 18 - Jun 03,https://www.cricbuzz.com/cricket-series/1458/pakistan-in-england-test-series-2001/matches
"South Africa in West Indies ODI Series, 2001 ",2001,Apr 29 - May 15,https://www.cricbuzz.com/cricket-series/759/south-africa-in-west-indies-odi-series-2001/matches
"Bangladesh in Zimbabwe Test Series, 2001 ",2001,Apr 20 - Apr 29,https://www.cricbuzz.com/cricket-series/1457/bangladesh-in-zimbabwe-test-series-2001/matches
"New Zealand, Pakistan, Sri Lanka in United Arab Emirates, 2001 ",2001,Apr 09 - Apr 19,https://www.cricbuzz.com/cricket-series/758/new-zealand-pakistan-sri-lanka-in-united-arab-emirates-2001/matches
"Bangladesh in Zimbabwe ODI Series, 2001 ",2001,Apr 08 - Apr 10,https://www.cricbuzz.com/cricket-series/757/bangladesh-in-zimbabwe-odi-series-2001/matches
"Australia in India ODI Series, 2001 ",2001,Mar 26 - Apr 05,https://www.cricbuzz.com/cricket-series/756/australia-in-india-odi-series-2001/matches
"England in Sri Lanka ODI Series, 2001 ",2001,Mar 24 - Mar 26,https://www.cricbuzz.com/cricket-series/755/england-in-sri-lanka-odi-series-2001/matches
"South Africa in West Indies, 2001 ",2001,Mar 10 - Apr 22,https://www.cricbuzz.com/cricket-series/1456/south-africa-in-west-indies-2001/matches
"Pakistan in New Zealand Test Series, 2001 ",2001,Mar 09 - Mar 29,https://www.cricbuzz.com/cricket-series/1455/pakistan-in-new-zealand-test-series-2001/matches
"Australia in India, 2001 ",2001,Feb 28 - Mar 21,https://www.cricbuzz.com/cricket-series/1454/australia-in-india-2001/matches
"England in Sri Lanka Test Series, 2001 ",2001,Feb 23 - Mar 16,https://www.cricbuzz.com/cricket-series/1453/england-in-sri-lanka-test-series-2001/matches
"Pakistan in New Zealand ODI Series, 2001 ",2001,Feb 18 - Feb 27,https://www.cricbuzz.com/cricket-series/754/pakistan-in-new-zealand-odi-series-2001/matches
"Sri Lanka in New Zealand ODI Series, 2001 ",2001,Feb 01 - Feb 10,https://www.cricbuzz.com/cricket-series/753/sri-lanka-in-new-zealand-odi-series-2001/matches
"Australia, West Indies, Zimbabwe in Australia, 2001 ",2001,Jan 12 - Feb 08,https://www.cricbuzz.com/cricket-series/752/australia-west-indies-zimbabwe-in-australia-2001/matches
"Zimbabwe in New Zealand ODI Series, 2001 ",2001,Jan 03 - Jan 06,https://www.cricbuzz.com/cricket-series/750/zimbabwe-in-new-zealand-odi-series-2001/matches
"Pakistan in South Africa Test Series, 2002-03 ",2002,Dec 27 - Jan 04,https://www.cricbuzz.com/cricket-series/1491/pakistan-in-south-africa-test-series-2002-03/matches
"India in New Zealand ODI Series, 2002-03 ",2002,Dec 27 - Jan 13,https://www.cricbuzz.com/cricket-series/794/india-in-new-zealand-odi-series-2002-03/matches
"Australia, England, Sri Lanka in Australia, 2002-03 ",2002,Dec 14 - Jan 24,https://www.cricbuzz.com/cricket-series/795/australia-england-sri-lanka-in-australia-2002-03/matches
"India in New Zealand Test Series, 2002 ",2002,Dec 13 - Dec 21,https://www.cricbuzz.com/cricket-series/1490/india-in-new-zealand-test-series-2002/matches
"West Indies in Bangladesh Test Series, 2002 ",2002,Dec 09 - Dec 17,https://www.cricbuzz.com/cricket-series/1489/west-indies-in-bangladesh-test-series-2002/matches
"Kenya in Zimbabwe ODI Series, 2002 ",2002,Dec 09 - Dec 14,https://www.cricbuzz.com/cricket-series/792/kenya-in-zimbabwe-odi-series-2002/matches
"Pakistan in South Africa ODI Series, 2002 ",2002,Dec 09 - Dec 17,https://www.cricbuzz.com/cricket-series/793/pakistan-in-south-africa-odi-series-2002/matches
"West Indies in Bangladesh ODI Series, 2002 ",2002,Nov 30 - Dec 02,https://www.cricbuzz.com/cricket-series/790/west-indies-in-bangladesh-odi-series-2002/matches
"Sri Lanka in South Africa ODI Series, 2002 ",2002,Nov 28 - Dec 05,https://www.cricbuzz.com/cricket-series/791/sri-lanka-in-south-africa-odi-series-2002/matches
"Pakistan in Zimbabwe ODI Series, 2002 ",2002,Nov 24 - Nov 30,https://www.cricbuzz.com/cricket-series/789/pakistan-in-zimbabwe-odi-series-2002/matches
"Pakistan in Zimbabwe Test Series, 2002 ",2002,Nov 10 - Nov 18,https://www.cricbuzz.com/cricket-series/1487/pakistan-in-zimbabwe-test-series-2002/matches
"Sri Lanka in South Africa Test Series, 2002 ",2002,Nov 09 - Nov 18,https://www.cricbuzz.com/cricket-series/1488/sri-lanka-in-south-africa-test-series-2002/matches
"England in Australia, 2002-03 ",2002,Nov 08 - Jan 05,https://www.cricbuzz.com/cricket-series/1492/england-in-australia-2002-03/matches
"West Indies in India ODI Series, 2002 ",2002,Nov 07 - Nov 23,https://www.cricbuzz.com/cricket-series/788/west-indies-in-india-odi-series-2002/matches
"Bangladesh in South Africa Test Series, 2002 ",2002,Oct 19 - Oct 26,https://www.cricbuzz.com/cricket-series/1485/bangladesh-in-south-africa-test-series-2002/matches
"West Indies in India Test Series, 2002 ",2002,Oct 10 - Nov 02,https://www.cricbuzz.com/cricket-series/1486/west-indies-in-india-test-series-2002/matches
"Bangladesh in South Africa ODI Series, 2002 ",2002,Oct 04 - Oct 08,https://www.cricbuzz.com/cricket-series/787/bangladesh-in-south-africa-odi-series-2002/matches
"Australia v Pakistan Test Series, 2002 ",2002,Oct 04 - Oct 21,https://www.cricbuzz.com/cricket-series/1484/australia-v-pakistan-test-series-2002/matches
"ICC Champions Trophy, 2002 ",2002,Sep 13 - Sep 29,https://www.cricbuzz.com/cricket-series/786/icc-champions-trophy-2002/matches
"Australia, Kenya, Pakistan in Kenya, 2002 ",2002,Aug 30 - Sep 06,https://www.cricbuzz.com/cricket-series/785/australia-kenya-pakistan-in-kenya-2002/matches
"Pakistan, South Africa, Sri Lanka in Morocco, 2002 ",2002,Aug 13 - Aug 20,https://www.cricbuzz.com/cricket-series/784/pakistan-south-africa-sri-lanka-in-morocco-2002/matches
"Bangladesh in Sri Lanka ODI Series, 2002 ",2002,Aug 05 - Aug 06,https://www.cricbuzz.com/cricket-series/783/bangladesh-in-sri-lanka-odi-series-2002/matches
"India in England Test Series, 2002 ",2002,Jul 26 - Sep 08,https://www.cricbuzz.com/cricket-series/1483/india-in-england-test-series-2002/matches
"Bangladesh in Sri Lanka Test Series, 2002 ",2002,Jul 22 - Jul 30,https://www.cricbuzz.com/cricket-series/1482/bangladesh-in-sri-lanka-test-series-2002/matches
"England, India, Sri Lanka in England, 2002 ",2002,Jun 28 - Jul 12,https://www.cricbuzz.com/cricket-series/782/england-india-sri-lanka-in-england-2002/matches
"New Zealand in West Indies Test Series, 2002 ",2002,Jun 22 - Jul 01,https://www.cricbuzz.com/cricket-series/1481/new-zealand-in-west-indies-test-series-2002/matches
"Pakistan in Australia ODI Series, 2002 ",2002,Jun 13 - Jun 18,https://www.cricbuzz.com/cricket-series/781/pakistan-in-australia-odi-series-2002/matches
"New Zealand in West Indies ODI Series, 2002 ",2002,Jun 06 - Jun 15,https://www.cricbuzz.com/cricket-series/780/new-zealand-in-west-indies-odi-series-2002/matches
"India in West Indies ODI Series, 2002 ",2002,May 26 - Jun 01,https://www.cricbuzz.com/cricket-series/779/india-in-west-indies-odi-series-2002/matches
"Sri Lanka in England Test Series, 2002 ",2002,May 17 - Jun 16,https://www.cricbuzz.com/cricket-series/1480/sri-lanka-in-england-test-series-2002/matches
"New Zealand in Pakistan Test Series, 2002 ",2002,May 02 - May 11,https://www.cricbuzz.com/cricket-series/1478/new-zealand-in-pakistan-test-series-2002/matches
"New Zealand in Pakistan ODI Series, 2002 ",2002,Apr 22 - Apr 26,https://www.cricbuzz.com/cricket-series/778/new-zealand-in-pakistan-odi-series-2002/matches
"India in West Indies Test Series, 2002 ",2002,Apr 12 - May 21,https://www.cricbuzz.com/cricket-series/1479/india-in-west-indies-test-series-2002/matches
"New Zealand, Pakistan, Sri Lanka in United Arab Emirates, 2002 ",2002,Apr 09 - Apr 16,https://www.cricbuzz.com/cricket-series/777/new-zealand-pakistan-sri-lanka-in-united-arab-emirates-2002/matches
"Australia in South Africa ODI Series, 2002 ",2002,Mar 23 - Apr 08,https://www.cricbuzz.com/cricket-series/776/australia-in-south-africa-odi-series-2002/matches
"England in New Zealand Test Series, 2002 ",2002,Mar 14 - Apr 02,https://www.cricbuzz.com/cricket-series/1477/england-in-new-zealand-test-series-2002/matches
"Zimbabwe in India ODI Series, 2002 ",2002,Mar 08 - Mar 18,https://www.cricbuzz.com/cricket-series/775/zimbabwe-in-india-odi-series-2002/matches
"Australia in South Africa Test Series, 2002 ",2002,Feb 23 - Mar 17,https://www.cricbuzz.com/cricket-series/1476/australia-in-south-africa-test-series-2002/matches
"Zimbabwe in India Test Series, 2002 ",2002,Feb 22 - Mar 03,https://www.cricbuzz.com/cricket-series/1474/zimbabwe-in-india-test-series-2002/matches
"Pakistan v West Indies ODI Series, 2002 ",2002,Feb 15 - Feb 16,https://www.cricbuzz.com/cricket-series/773/pakistan-v-west-indies-odi-series-2002/matches
"England in New Zealand ODI Series, 2002 ",2002,Feb 14 - Feb 25,https://www.cricbuzz.com/cricket-series/774/england-in-new-zealand-odi-series-2002/matches
"Pakistan v West Indies Test Series, 2002 ",2002,Feb 01 - Feb 09,https://www.cricbuzz.com/cricket-series/1473/pakistan-v-west-indies-test-series-2002/matches
"Pakistan in Bangladesh ODI Series, 2002 ",2002,Jan 23 - Jan 24,https://www.cricbuzz.com/cricket-series/770/pakistan-in-bangladesh-odi-series-2002/matches
"England in India ODI Series, 2002 ",2002,Jan 20 - Feb 02,https://www.cricbuzz.com/cricket-series/771/england-in-india-odi-series-2002/matches
"Australia, New Zealand, South Africa in Australia, 2002 ",2002,Jan 12 - Feb 07,https://www.cricbuzz.com/cricket-series/772/australia-new-zealand-south-africa-in-australia-2002/matches
"Pakistan in Bangladesh Test Series, 2002 ",2002,Jan 10 - Jan 17,https://www.cricbuzz.com/cricket-series/1472/pakistan-in-bangladesh-test-series-2002/matches
"Pakistan in New Zealand Test Series, 2003 ",2003,Dec 20 - Dec 29,https://www.cricbuzz.com/cricket-series/1507/pakistan-in-new-zealand-test-series-2003/matches
"West Indies in South Africa, 2003-04 ",2003,Dec 13 - Jan 19,https://www.cricbuzz.com/cricket-series/1509/west-indies-in-south-africa-2003-04/matches
"India in Australia, 2003-04 ",2003,Dec 05 - Jan 05,https://www.cricbuzz.com/cricket-series/1508/india-in-australia-2003-04/matches
"England in Sri Lanka Test Series, 2003 ",2003,Dec 03 - Dec 20,https://www.cricbuzz.com/cricket-series/1506/england-in-sri-lanka-test-series-2003/matches
"New Zealand in Pakistan ODI Series, 2003 ",2003,Nov 30 - Dec 06,https://www.cricbuzz.com/cricket-series/811/new-zealand-in-pakistan-odi-series-2003/matches
"West Indies in Zimbabwe ODI Series, 2003 ",2003,Nov 23 - Nov 29,https://www.cricbuzz.com/cricket-series/810/west-indies-in-zimbabwe-odi-series-2003/matches
"England in Sri Lanka ODI Series, 2003 ",2003,Nov 19 - Nov 22,https://www.cricbuzz.com/cricket-series/809/england-in-sri-lanka-odi-series-2003/matches
"England in Bangladesh ODI Series, 2003 ",2003,Nov 08 - Nov 11,https://www.cricbuzz.com/cricket-series/807/england-in-bangladesh-odi-series-2003/matches
"West Indies in Zimbabwe, 2003 ",2003,Nov 05 - Nov 15,https://www.cricbuzz.com/cricket-series/1505/west-indies-in-zimbabwe-2003/matches
"Australia, India, New Zealand in India, 2003 ",2003,Oct 24 - Nov 17,https://www.cricbuzz.com/cricket-series/808/australia-india-new-zealand-in-india-2003/matches
"England in Bangladesh Test Series, 2003 ",2003,Oct 22 - Oct 31,https://www.cricbuzz.com/cricket-series/1504/england-in-bangladesh-test-series-2003/matches
"South Africa in Pakistan Test Series, 2003 ",2003,Oct 18 - Oct 27,https://www.cricbuzz.com/cricket-series/1503/south-africa-in-pakistan-test-series-2003/matches
"Zimbabwe in Australia, 2003 ",2003,Oct 10 - Oct 19,https://www.cricbuzz.com/cricket-series/1502/zimbabwe-in-australia-2003/matches
"New Zealand in India Test Series, 2003 ",2003,Oct 09 - Oct 19,https://www.cricbuzz.com/cricket-series/1501/new-zealand-in-india-test-series-2003/matches
"South Africa in Pakistan ODI Series, 2003 ",2003,Oct 04 - Oct 11,https://www.cricbuzz.com/cricket-series/806/south-africa-in-pakistan-odi-series-2003/matches
"Bangladesh in Pakistan ODI Series, 2003 ",2003,Sep 10 - Sep 20,https://www.cricbuzz.com/cricket-series/805/bangladesh-in-pakistan-odi-series-2003/matches
"Bangladesh in Pakistan Test Series, 2003 ",2003,Aug 21 - Sep 05,https://www.cricbuzz.com/cricket-series/1499/bangladesh-in-pakistan-test-series-2003/matches
"Bangladesh in Australia ODI Series, 2003 ",2003,Aug 03 - Aug 05,https://www.cricbuzz.com/cricket-series/804/bangladesh-in-australia-odi-series-2003/matches
"South Africa in England Test Series, 2003 ",2003,Jul 25 - Sep 07,https://www.cricbuzz.com/cricket-series/1500/south-africa-in-england-test-series-2003/matches
"Bangladesh in Australia Test Series, 2003 ",2003,Jul 19 - Jul 27,https://www.cricbuzz.com/cricket-series/1498/bangladesh-in-australia-test-series-2003/matches
"England, South Africa, Zimbabwe in England, 2003 ",2003,Jun 27 - Jul 11,https://www.cricbuzz.com/cricket-series/803/england-south-africa-zimbabwe-in-england-2003/matches
"Sri Lanka in West Indies Test Series, 2003 ",2003,Jun 21 - Jun 28,https://www.cricbuzz.com/cricket-series/1497/sri-lanka-in-west-indies-test-series-2003/matches
"Pakistan in England, 2003 ",2003,Jun 18 - Jun 21,https://www.cricbuzz.com/cricket-series/802/pakistan-in-england-2003/matches
"Sri Lanka in West Indies ODI Series, 2003 ",2003,Jun 08 - Jun 10,https://www.cricbuzz.com/cricket-series/801/sri-lanka-in-west-indies-odi-series-2003/matches
"Zimbabwe in England Test Series, 2003 ",2003,May 23 - Jun 06,https://www.cricbuzz.com/cricket-series/1496/zimbabwe-in-england-test-series-2003/matches
"Australia in West Indies ODI Series, 2003 ",2003,May 18 - May 31,https://www.cricbuzz.com/cricket-series/800/australia-in-west-indies-odi-series-2003/matches
"New Zealand, Pakistan, Sri Lanka in Sri Lanka, 2003 ",2003,May 11 - May 22,https://www.cricbuzz.com/cricket-series/799/new-zealand-pakistan-sri-lanka-in-sri-lanka-2003/matches
"New Zealand in Sri Lanka Test Series, 2003 ",2003,Apr 26 - May 06,https://www.cricbuzz.com/cricket-series/1494/new-zealand-in-sri-lanka-test-series-2003/matches
"South Africa in Bangladesh Test Series, 2003 ",2003,Apr 25 - May 03,https://www.cricbuzz.com/cricket-series/1493/south-africa-in-bangladesh-test-series-2003/matches
"Bangladesh, India, South Africa in Bangladesh, 2003 ",2003,Apr 12 - Apr 20,https://www.cricbuzz.com/cricket-series/798/bangladesh-india-south-africa-in-bangladesh-2003/matches
"Australia in West Indies, 2003 ",2003,Apr 11 - May 12,https://www.cricbuzz.com/cricket-series/1495/australia-in-west-indies-2003/matches
"Kenya, Pakistan, Sri Lanka, Zimbabwe in United Arab Emirates, 2003 ",2003,Apr 04 - Apr 09,https://www.cricbuzz.com/cricket-series/797/kenya-pakistan-sri-lanka-zimbabwe-in-united-arab-emirates-2003/matches
"ICC World Cup, 2003 ",2003,Feb 10 - Mar 22,https://www.cricbuzz.com/cricket-series/796/icc-world-cup-2003/matches
Sri Lanka in New Zealand ODI Series ,2004,Dec 27 - Jan 07,https://www.cricbuzz.com/cricket-series/836/sri-lanka-in-new-zealand-odi-series/matches
"India in Bangladesh ODI Series, 2004 ",2004,Dec 24 - Dec 26,https://www.cricbuzz.com/cricket-series/835/india-in-bangladesh-odi-series-2004/matches
"England in South Africa, 2004-05 ",2004,Dec 18 - Jan 24,https://www.cricbuzz.com/cricket-series/1529/england-in-south-africa-2004-05/matches
"Pakistan in Australia Test Series, 2004-05 ",2004,Dec 17 - Jan 04,https://www.cricbuzz.com/cricket-series/1527/pakistan-in-australia-test-series-2004-05/matches
"India in Bangladesh Test Series, 2004 ",2004,Dec 11 - Dec 19,https://www.cricbuzz.com/cricket-series/1526/india-in-bangladesh-test-series-2004/matches
"New Zealand in Australia, 2004 ",2004,Dec 06 - Dec 09,https://www.cricbuzz.com/cricket-series/834/new-zealand-in-australia-2004/matches
"England in Zimbabwe ODI Series, 2004 ",2004,Nov 29 - Dec 04,https://www.cricbuzz.com/cricket-series/833/england-in-zimbabwe-odi-series-2004/matches
"South Africa in India Test Series, 2004 ",2004,Nov 21 - Dec 01,https://www.cricbuzz.com/cricket-series/1525/south-africa-in-india-test-series-2004/matches
"New Zealand in Australia, 2004 ",2004,Nov 19 - Nov 29,https://www.cricbuzz.com/cricket-series/1524/new-zealand-in-australia-2004/matches
"Pakistan in India, 2004 ",2004,Nov 14 - Nov 12,https://www.cricbuzz.com/cricket-series/832/pakistan-in-india-2004/matches
"New Zealand in Bangladesh ODI Series, 2004 ",2004,Nov 03 - Nov 06,https://www.cricbuzz.com/cricket-series/831/new-zealand-in-bangladesh-odi-series-2004/matches
"Sri Lanka in Pakistan Test Series, 2004 ",2004,Oct 21 - Oct 31,https://www.cricbuzz.com/cricket-series/1522/sri-lanka-in-pakistan-test-series-2004/matches
"New Zealand in Bangladesh Test Series, 2004 ",2004,Oct 20 - Oct 28,https://www.cricbuzz.com/cricket-series/1521/new-zealand-in-bangladesh-test-series-2004/matches
"Australia in India, 2004 ",2004,Oct 07 - Nov 04,https://www.cricbuzz.com/cricket-series/1523/australia-in-india-2004/matches
"Pakistan, Sri Lanka, Zimbabwe in Pakistan, 2004 ",2004,Oct 01 - Oct 15,https://www.cricbuzz.com/cricket-series/830/pakistan-sri-lanka-zimbabwe-in-pakistan-2004/matches
"ICC Champions Trophy, 2004 ",2004,Sep 11 - Sep 24,https://www.cricbuzz.com/cricket-series/829/icc-champions-trophy-2004/matches
"Australia, Pakistan in England, 2004 ",2004,Sep 05 - Sep 03,https://www.cricbuzz.com/cricket-series/827/australia-pakistan-in-england-2004/matches
"Australia, India, Pakistan in Netherlands, 2004 ",2004,Aug 22 - Aug 27,https://www.cricbuzz.com/cricket-series/825/australia-india-pakistan-in-netherlands-2004/matches
"South Africa in Sri Lanka ODI Series, 2004 ",2004,Aug 21 - Aug 30,https://www.cricbuzz.com/cricket-series/826/south-africa-in-sri-lanka-odi-series-2004/matches
"South Africa in Sri Lanka Test Series, 2004 ",2004,Aug 05 - Aug 14,https://www.cricbuzz.com/cricket-series/1519/south-africa-in-sri-lanka-test-series-2004/matches
"West Indies in England, 2004 ",2004,Jul 23 - Aug 20,https://www.cricbuzz.com/cricket-series/1520/west-indies-in-england-2004/matches
"Bangladesh, Hong Kong, India, Pakistan, Sri Lanka, United Arab Emirates in Sri Lanka, 2004 ( Asia Cu ",2004,Jul 17 - Jul 31,https://www.cricbuzz.com/cricket-series/824/bangladesh-hong-kong-india-pakistan-sri-lanka-united-arab-emirates-in-sri-lanka-2004-asia-cu/matches
"Sri Lanka in Australia Test Series, 2004 ",2004,Jul 02 - Jul 12,https://www.cricbuzz.com/cricket-series/1518/sri-lanka-in-australia-test-series-2004/matches
"England, New Zealand, West Indies in England, 2004 ",2004,Jun 25 - Jul 09,https://www.cricbuzz.com/cricket-series/823/england-new-zealand-west-indies-in-england-2004/matches
"England, India, Wales in England, 2004 ",2004,Jun 20 - Sep 04,https://www.cricbuzz.com/cricket-series/828/england-india-wales-in-england-2004/matches
"Bangladesh in West Indies Test Series, 2004 ",2004,May 29 - Jun 06,https://www.cricbuzz.com/cricket-series/1516/bangladesh-in-west-indies-test-series-2004/matches
"Australia in Zimbabwe ODI Series, 2004 ",2004,May 26 - May 28,https://www.cricbuzz.com/cricket-series/822/australia-in-zimbabwe-odi-series-2004/matches
"New Zealand in England Test Series, 2004 ",2004,May 21 - Jun 12,https://www.cricbuzz.com/cricket-series/1517/new-zealand-in-england-test-series-2004/matches
"Bangladesh in West Indies ODI Series, 2004 ",2004,May 16 - May 18,https://www.cricbuzz.com/cricket-series/821/bangladesh-in-west-indies-odi-series-2004/matches
"Sri Lanka in Zimbabwe Test Series, 2004 ",2004,May 07 - May 16,https://www.cricbuzz.com/cricket-series/1515/sri-lanka-in-zimbabwe-test-series-2004/matches
"Sri Lanka in Zimbabwe ODI Series, 2004 ",2004,Apr 21 - Apr 28,https://www.cricbuzz.com/cricket-series/819/sri-lanka-in-zimbabwe-odi-series-2004/matches
"England in West Indies ODI Series, 2004 ",2004,Apr 19 - May 04,https://www.cricbuzz.com/cricket-series/820/england-in-west-indies-odi-series-2004/matches
"India in Pakistan Test Series, 2004 ",2004,Mar 29 - Apr 15,https://www.cricbuzz.com/cricket-series/1514/india-in-pakistan-test-series-2004/matches
"India in Pakistan ODI Series, 2004 ",2004,Mar 14 - Mar 23,https://www.cricbuzz.com/cricket-series/818/india-in-pakistan-odi-series-2004/matches
"England in West Indies, 2004 ",2004,Mar 12 - Apr 13,https://www.cricbuzz.com/cricket-series/1513/england-in-west-indies-2004/matches
"South Africa in New Zealand Test Series, 2004 ",2004,Mar 11 - Mar 29,https://www.cricbuzz.com/cricket-series/1512/south-africa-in-new-zealand-test-series-2004/matches
"Australia in Sri Lanka Test Series, 2004 ",2004,Mar 09 - Mar 27,https://www.cricbuzz.com/cricket-series/1511/australia-in-sri-lanka-test-series-2004/matches
"Bangladesh in Zimbabwe ODI Series, 2004 ",2004,Mar 07 - Mar 13,https://www.cricbuzz.com/cricket-series/817/bangladesh-in-zimbabwe-odi-series-2004/matches
"Australia in Sri Lanka ODI Series, 2004 ",2004,Feb 21 - Feb 28,https://www.cricbuzz.com/cricket-series/815/australia-in-sri-lanka-odi-series-2004/matches
"Bangladesh in Zimbabwe Test Series,2004 ",2004,Feb 20 - Feb 29,https://www.cricbuzz.com/cricket-series/1510/bangladesh-in-zimbabwe-test-series2004/matches
"South Africa in New Zealand ODI Series, 2004 ",2004,Feb 14 - Mar 01,https://www.cricbuzz.com/cricket-series/816/south-africa-in-new-zealand-odi-series-2004/matches
"West Indies in South Africa ODI Series, 2004 ",2004,Jan 26 - Feb 03,https://www.cricbuzz.com/cricket-series/813/west-indies-in-south-africa-odi-series-2004/matches
"Australia, India, Zimbabwe in Australia, 2004 ",2004,Jan 10 - Feb 07,https://www.cricbuzz.com/cricket-series/814/australia-india-zimbabwe-in-australia-2004/matches
"Pakistan in New Zealand ODI Series, 2004 ",2004,Jan 04 - Jan 16,https://www.cricbuzz.com/cricket-series/812/pakistan-in-new-zealand-odi-series-2004/matches
Sri Lanka in New Zealand ODI Series ,2005,Jan 01 - Jan 07,https://www.cricbuzz.com/cricket-series/858/sri-lanka-in-new-zealand-odi-series/matches
"South Africa in Australia Test Series, 2005-06 ",2005,Dec 17 - Jan 05,https://www.cricbuzz.com/cricket-series/1546/south-africa-in-australia-test-series-2005-06/matches
England in Pakistan ODI Series ,2005,Dec 11 - Dec 20,https://www.cricbuzz.com/cricket-series/857/england-in-pakistan-odi-series/matches
Australia in New Zealand ,2005,Dec 04 - Dec 09,https://www.cricbuzz.com/cricket-series/856/australia-in-new-zealand/matches
"Sri Lanka in India Test Series, 2005 ",2005,Dec 03 - Dec 21,https://www.cricbuzz.com/cricket-series/1545/sri-lanka-in-india-test-series-2005/matches
"South Africa in India ODI Series, 2005 ",2005,Nov 17 - Nov 27,https://www.cricbuzz.com/cricket-series/855/south-africa-in-india-odi-series-2005/matches
"England in Pakistan Test Series, 2005 ",2005,Nov 13 - Dec 02,https://www.cricbuzz.com/cricket-series/1544/england-in-pakistan-test-series-2005/matches
"West Indies in Australia, 2005 ",2005,Nov 04 - Nov 28,https://www.cricbuzz.com/cricket-series/1543/west-indies-in-australia-2005/matches
Sri Lanka in India ODI Series ,2005,Oct 26 - Nov 11,https://www.cricbuzz.com/cricket-series/854/sri-lanka-in-india-odi-series/matches
New Zealand in South Africa ODI Series ,2005,Oct 24 - Nov 05,https://www.cricbuzz.com/cricket-series/853/new-zealand-in-south-africa-odi-series/matches
"New Zealand in South Africa T20I Match, 2005 ",2005,Oct 22 - Oct 20,https://www.cricbuzz.com/cricket-series/402/new-zealand-in-south-africa-t20i-match-2005/matches
"ICC World XI in Australia, 2005 ",2005,Oct 15 - Oct 16,https://www.cricbuzz.com/cricket-series/1542/icc-world-xi-in-australia-2005/matches
ICC World XI in Australia ,2005,Oct 06 - Oct 08,https://www.cricbuzz.com/cricket-series/852/icc-world-xi-in-australia/matches
"India in Zimbabwe Test Series, 2005 ",2005,Sep 14 - Sep 21,https://www.cricbuzz.com/cricket-series/1541/india-in-zimbabwe-test-series-2005/matches
"Bangladesh in Sri Lanka Test Series, 2005 ",2005,Sep 13 - Sep 21,https://www.cricbuzz.com/cricket-series/1540/bangladesh-in-sri-lanka-test-series-2005/matches
Bangladesh in Sri Lanka ODI Series ,2005,Sep 01 - Sep 03,https://www.cricbuzz.com/cricket-series/850/bangladesh-in-sri-lanka-odi-series/matches
"India, New Zealand, Zimbabwe in Zimbabwe ",2005,Aug 25 - Sep 05,https://www.cricbuzz.com/cricket-series/851/india-new-zealand-zimbabwe-in-zimbabwe/matches
"Africa XI, Asia XI in South Africa ",2005,Aug 18 - Aug 20,https://www.cricbuzz.com/cricket-series/849/africa-xi-asia-xi-in-south-africa/matches
"New Zealand in Zimbabwe Test Series, 2005 ",2005,Aug 08 - Aug 16,https://www.cricbuzz.com/cricket-series/1538/new-zealand-in-zimbabwe-test-series-2005/matches
"India, Sri Lanka, West Indies in Sri Lanka ",2005,Jul 31 - Aug 08,https://www.cricbuzz.com/cricket-series/848/india-sri-lanka-west-indies-in-sri-lanka/matches
"Australia in England, 2005 ",2005,Jul 22 - Sep 11,https://www.cricbuzz.com/cricket-series/1539/australia-in-england-2005/matches
"West Indies in Sri Lanka Test Series, 2005 ",2005,Jul 14 - Jul 24,https://www.cricbuzz.com/cricket-series/1537/west-indies-in-sri-lanka-test-series-2005/matches
"Australia in England, 2005 ",2005,Jul 08 - Jul 11,https://www.cricbuzz.com/cricket-series/847/australia-in-england-2005/matches
"Australia, Bangladesh, England in England, 2005 ",2005,Jun 17 - Jul 01,https://www.cricbuzz.com/cricket-series/846/australia-bangladesh-england-in-england-2005/matches
"Australia in England T20I Match, 2005 ",2005,Jun 14 - Jun 12,https://www.cricbuzz.com/cricket-series/401/australia-in-england-t20i-match-2005/matches
"Bangladesh in England Test Series, 2005 ",2005,May 27 - Jun 04,https://www.cricbuzz.com/cricket-series/1535/bangladesh-in-england-test-series-2005/matches
"Pakistan in West Indies Test Series, 2005 ",2005,May 27 - Jun 06,https://www.cricbuzz.com/cricket-series/1536/pakistan-in-west-indies-test-series-2005/matches
Pakistan in West Indies ODI Series ,2005,May 19 - May 21,https://www.cricbuzz.com/cricket-series/845/pakistan-in-west-indies-odi-series/matches
