title,year,duration_text,href
"New Zealand in West Indies ODI Series, 1996 ",1996,Mar 27 - Apr 05,https://www.cricbuzz.com/cricket-series/654/new-zealand-in-west-indies-odi-series-1996/matches
"Wills World Cup, 1996 ",1996,Feb 15 - Mar 16,https://www.cricbuzz.com/cricket-series/653/wills-world-cup-1996/matches
"Zimbabwe in New Zealand ODI Series, 1996 ",1996,Jan 29 - Feb 02,https://www.cricbuzz.com/cricket-series/652/zimbabwe-in-new-zealand-odi-series-1996/matches
"Zimbabwe in New Zealand Test Series, 1996 ",1996,Jan 14 - Jan 23,https://www.cricbuzz.com/cricket-series/1379/zimbabwe-in-new-zealand-test-series-1996/matches
"England in South Africa ODI Series, 1996 ",1996,Jan 10 - Jan 20,https://www.cricbuzz.com/cricket-series/651/england-in-south-africa-odi-series-1996/matches
"South Africa in Australia Test Series, 1997-98 ",1997,Dec 27 - Feb 02,https://www.cricbuzz.com/cricket-series/1406/south-africa-in-australia-test-series-1997-98/matches
"Sri Lanka in India ODI Series, 1997 ",1997,Dec 23 - Dec 27,https://www.cricbuzz.com/cricket-series/688/sri-lanka-in-india-odi-series-1997/matches
"England, India, Pakistan, West Indies in United Arab Emirates, 1997 ",1997,Dec 12 - Dec 18,https://www.cricbuzz.com/cricket-series/687/england-india-pakistan-west-indies-in-united-arab-emirates-1997/matches
"Australia, New Zealand, South Africa in Australia, 1997-98 ",1997,Dec 05 - Jan 26,https://www.cricbuzz.com/cricket-series/691/australia-new-zealand-south-africa-in-australia-1997-98/matches
"Sri Lanka in India Test Series, 1997 ",1997,Nov 20 - Dec 06,https://www.cricbuzz.com/cricket-series/1403/sri-lanka-in-india-test-series-1997/matches
"West Indies in Pakistan Test Series, 1997 ",1997,Nov 18 - Dec 08,https://www.cricbuzz.com/cricket-series/1404/west-indies-in-pakistan-test-series-1997/matches
"New Zealand in Australia, 1997 ",1997,Nov 08 - Nov 30,https://www.cricbuzz.com/cricket-series/1402/new-zealand-in-australia-1997/matches
"Pakistan, South Africa, Sri Lanka, West Indies in Pakistan, 1997 ",1997,Nov 02 - Nov 07,https://www.cricbuzz.com/cricket-series/686/pakistan-south-africa-sri-lanka-west-indies-in-pakistan-1997/matches
"Bangladesh, Kenya, Zimbabwe in Kenya, 1997 ",1997,Oct 11 - Oct 18,https://www.cricbuzz.com/cricket-series/685/bangladesh-kenya-zimbabwe-in-kenya-1997/matches
"South Africa in Pakistan Test Series, 1997 ",1997,Oct 07 - Oct 26,https://www.cricbuzz.com/cricket-series/1401/south-africa-in-pakistan-test-series-1997/matches
"New Zealand in Zimbabwe ODI Series, 1997 ",1997,Oct 02 - Oct 04,https://www.cricbuzz.com/cricket-series/684/new-zealand-in-zimbabwe-odi-series-1997/matches
"India in Pakistan ODI Series, 1997 ",1997,Sep 29 - Oct 01,https://www.cricbuzz.com/cricket-series/683/india-in-pakistan-odi-series-1997/matches
"New Zealand in Zimbabwe Test Series, 1997 ",1997,Sep 19 - Sep 28,https://www.cricbuzz.com/cricket-series/1400/new-zealand-in-zimbabwe-test-series-1997/matches
"India, Pakistan in Canada, 1997 ",1997,Sep 14 - Sep 20,https://www.cricbuzz.com/cricket-series/682/india-pakistan-in-canada-1997/matches
"India in Sri Lanka ODI Series, 1997 ",1997,Aug 18 - Aug 23,https://www.cricbuzz.com/cricket-series/681/india-in-sri-lanka-odi-series-1997/matches
"India in Sri Lanka Test Series, 1997 ",1997,Aug 03 - Aug 12,https://www.cricbuzz.com/cricket-series/1398/india-in-sri-lanka-test-series-1997/matches
"Bangladesh, India, Pakistan, Sri Lanka in Sri Lanka, 1997 ( Asia Cup ) ",1997,Jul 15 - Jul 25,https://www.cricbuzz.com/cricket-series/680/bangladesh-india-pakistan-sri-lanka-in-sri-lanka-1997-asia-cup/matches
"Sri Lanka in West Indies Test Series, 1997 ",1997,Jun 14 - Jun 23,https://www.cricbuzz.com/cricket-series/1397/sri-lanka-in-west-indies-test-series-1997/matches
"Sri Lanka in West Indies ODI Match, 1997 ",1997,Jun 07 - Jun 05,https://www.cricbuzz.com/cricket-series/679/sri-lanka-in-west-indies-odi-match-1997/matches
"Australia in England, 1997 ",1997,Jun 06 - Aug 22,https://www.cricbuzz.com/cricket-series/1399/australia-in-england-1997/matches
"Australia in England, 1997 ",1997,May 23 - May 24,https://www.cricbuzz.com/cricket-series/677/australia-in-england-1997/matches
"India, New Zealand, Pakistan, Sri Lanka in India, 1997 ",1997,May 10 - May 26,https://www.cricbuzz.com/cricket-series/678/india-new-zealand-pakistan-sri-lanka-in-india-1997/matches
"India in West Indies ODI Series, 1997 ",1997,Apr 27 - May 02,https://www.cricbuzz.com/cricket-series/676/india-in-west-indies-odi-series-1997/matches
"Pakistan in Sri Lanka Test Series, 1997 ",1997,Apr 20 - Apr 29,https://www.cricbuzz.com/cricket-series/1396/pakistan-in-sri-lanka-test-series-1997/matches
"Pakistan, Sri Lanka, Zimbabwe in United Arab Emirates, 1997 ",1997,Apr 04 - Apr 10,https://www.cricbuzz.com/cricket-series/674/pakistan-sri-lanka-zimbabwe-in-united-arab-emirates-1997/matches
"Australia in South Africa ODI Series, 1997 ",1997,Mar 30 - Apr 12,https://www.cricbuzz.com/cricket-series/675/australia-in-south-africa-odi-series-1997/matches
"Sri Lanka in New Zealand ODI Series, 1997 ",1997,Mar 23 - Mar 26,https://www.cricbuzz.com/cricket-series/673/sri-lanka-in-new-zealand-odi-series-1997/matches
"Sri Lanka in New Zealand Test Series, 1997 ",1997,Mar 08 - Mar 16,https://www.cricbuzz.com/cricket-series/1393/sri-lanka-in-new-zealand-test-series-1997/matches
"India in West Indies Test Series, 1997 ",1997,Mar 07 - Apr 20,https://www.cricbuzz.com/cricket-series/1395/india-in-west-indies-test-series-1997/matches
"Australia in South Africa Test Series, 1997 ",1997,Mar 01 - Mar 23,https://www.cricbuzz.com/cricket-series/1394/australia-in-south-africa-test-series-1997/matches
"England in New Zealand ODI Series, 1997 ",1997,Feb 21 - Mar 03,https://www.cricbuzz.com/cricket-series/672/england-in-new-zealand-odi-series-1997/matches
"India in Zimbabwe ODI Series, 1997 ",1997,Feb 16 - Feb 16,https://www.cricbuzz.com/cricket-series/671/india-in-zimbabwe-odi-series-1997/matches
"England in New Zealand Test Series, 1997 ",1997,Jan 25 - Feb 17,https://www.cricbuzz.com/cricket-series/1392/england-in-new-zealand-test-series-1997/matches
"India, South Africa, Zimbabwe in South Africa, 1997 ",1997,Jan 24 - Feb 12,https://www.cricbuzz.com/cricket-series/670/india-south-africa-zimbabwe-in-south-africa-1997/matches
"India in New Zealand Test Series, 1998-99 ",1998,Dec 19 - Jan 05,https://www.cricbuzz.com/cricket-series/1420/india-in-new-zealand-test-series-1998-99/matches
"Zimbabwe in Pakistan Test Series, 1998 ",1998,Nov 28 - Dec 20,https://www.cricbuzz.com/cricket-series/1418/zimbabwe-in-pakistan-test-series-1998/matches
"West Indies in South Africa Test Series, 1998 ",1998,Nov 27 - Jan 17,https://www.cricbuzz.com/cricket-series/1421/west-indies-in-south-africa-test-series-1998/matches
"England in Australia, 1998-99 ",1998,Nov 21 - Jan 04,https://www.cricbuzz.com/cricket-series/1419/england-in-australia-1998-99/matches
"Zimbabwe in Pakistan ODI Series, 1998 ",1998,Nov 21 - Nov 23,https://www.cricbuzz.com/cricket-series/708/zimbabwe-in-pakistan-odi-series-1998/matches
"India, Sri Lanka, Zimbabwe in United Arab Emirates, 1998 ",1998,Nov 07 - Nov 12,https://www.cricbuzz.com/cricket-series/707/india-sri-lanka-zimbabwe-in-united-arab-emirates-1998/matches
"Australia in Pakistan ODI Series, 1998 ",1998,Nov 07 - Nov 09,https://www.cricbuzz.com/cricket-series/706/australia-in-pakistan-odi-series-1998/matches
"Wills International Cup, 1998 ",1998,Oct 25 - Oct 31,https://www.cricbuzz.com/cricket-series/705/wills-international-cup-1998/matches
"India in Zimbabwe Test Match, 1998 ",1998,Oct 08 - Oct 09,https://www.cricbuzz.com/cricket-series/1416/india-in-zimbabwe-test-match-1998/matches
"Australia in Pakistan Test Series, 1998 ",1998,Oct 02 - Oct 25,https://www.cricbuzz.com/cricket-series/1417/australia-in-pakistan-test-series-1998/matches
"India in Zimbabwe ODI Series, 1998 ",1998,Sep 27 - Sep 29,https://www.cricbuzz.com/cricket-series/704/india-in-zimbabwe-odi-series-1998/matches
"India, Pakistan in Canada, 1998 ",1998,Sep 13 - Sep 19,https://www.cricbuzz.com/cricket-series/703/india-pakistan-in-canada-1998/matches
"Sri Lanka in England Test Match, 1998 ",1998,Aug 28 - Aug 30,https://www.cricbuzz.com/cricket-series/1415/sri-lanka-in-england-test-match-1998/matches
"England, South Africa, Sri Lanka in England, 1998 ",1998,Aug 15 - Aug 19,https://www.cricbuzz.com/cricket-series/702/england-south-africa-sri-lanka-in-england-1998/matches
"India, New Zealand, Sri Lanka in Sri Lanka, 1998 ",1998,Jun 20 - Jul 06,https://www.cricbuzz.com/cricket-series/701/india-new-zealand-sri-lanka-in-sri-lanka-1998/matches
"South Africa in England Test Series, 1998 ",1998,Jun 05 - Aug 09,https://www.cricbuzz.com/cricket-series/1414/south-africa-in-england-test-series-1998/matches
"New Zealand in Sri Lanka Test Series, 1998 ",1998,May 28 - Jun 12,https://www.cricbuzz.com/cricket-series/1413/new-zealand-in-sri-lanka-test-series-1998/matches
"South Africa in England, 1998 ",1998,May 22 - May 23,https://www.cricbuzz.com/cricket-series/699/south-africa-in-england-1998/matches
"Bangladesh, India, Kenya in India, 1998 ",1998,May 15 - May 30,https://www.cricbuzz.com/cricket-series/700/bangladesh-india-kenya-in-india-1998/matches
"Australia, India, New Zealand in United Arab Emirates, 1998 ",1998,Apr 18 - Apr 23,https://www.cricbuzz.com/cricket-series/698/australia-india-new-zealand-in-united-arab-emirates-1998/matches
"Pakistan, South Africa, Sri Lanka in South Africa, 1998 ",1998,Apr 04 - Apr 22,https://www.cricbuzz.com/cricket-series/697/pakistan-south-africa-sri-lanka-in-south-africa-1998/matches
"Australia, India, Zimbabwe in India, 1998 ",1998,Apr 02 - Apr 13,https://www.cricbuzz.com/cricket-series/696/australia-india-zimbabwe-in-india-1998/matches
"England in West Indies ODI Series, 1998 ",1998,Mar 30 - Apr 07,https://www.cricbuzz.com/cricket-series/695/england-in-west-indies-odi-series-1998/matches
"Pakistan in Zimbabwe ODI Series, 1998 ",1998,Mar 29 - Mar 28,https://www.cricbuzz.com/cricket-series/694/pakistan-in-zimbabwe-odi-series-1998/matches
"Sri Lanka in South Africa Test Series, 1998 ",1998,Mar 20 - Mar 29,https://www.cricbuzz.com/cricket-series/1412/sri-lanka-in-south-africa-test-series-1998/matches
"Pakistan in Zimbabwe Test Series, 1998 ",1998,Mar 15 - Mar 24,https://www.cricbuzz.com/cricket-series/1410/pakistan-in-zimbabwe-test-series-1998/matches
"Australia in India, 1998 ",1998,Mar 07 - Mar 27,https://www.cricbuzz.com/cricket-series/1411/australia-in-india-1998/matches
"Zimbabwe in New Zealand Test Series, 1998 ",1998,Feb 20 - Feb 27,https://www.cricbuzz.com/cricket-series/1407/zimbabwe-in-new-zealand-test-series-1998/matches
"Pakistan in South Africa Test Series, 1998 ",1998,Feb 15 - Mar 09,https://www.cricbuzz.com/cricket-series/1408/pakistan-in-south-africa-test-series-1998/matches
"Australia in New Zealand ODI Series, 1998 ",1998,Feb 09 - Feb 13,https://www.cricbuzz.com/cricket-series/692/australia-in-new-zealand-odi-series-1998/matches
"Zimbabwe in New Zealand ODI Series, 1998 ",1998,Feb 05 - Mar 07,https://www.cricbuzz.com/cricket-series/693/zimbabwe-in-new-zealand-odi-series-1998/matches
"England in West Indies, 1998 ",1998,Jan 30 - Mar 23,https://www.cricbuzz.com/cricket-series/1409/england-in-west-indies-1998/matches
"Zimbabwe in Sri Lanka ODI Series, 1998 ",1998,Jan 23 - Jan 25,https://www.cricbuzz.com/cricket-series/690/zimbabwe-in-sri-lanka-odi-series-1998/matches
"Bangladesh, India, Pakistan in Bangladesh, 1998 ",1998,Jan 11 - Jan 17,https://www.cricbuzz.com/cricket-series/689/bangladesh-india-pakistan-in-bangladesh-1998/matches
"Zimbabwe in Sri Lanka Test Series, 1998 ",1998,Jan 08 - Jan 17,https://www.cricbuzz.com/cricket-series/1405/zimbabwe-in-sri-lanka-test-series-1998/matches
"West Indies in New Zealand Test Series, 1999 ",1999,Dec 17 - Dec 28,https://www.cricbuzz.com/cricket-series/1433/west-indies-in-new-zealand-test-series-1999/matches
"Sri Lanka in Zimbabwe ODI Series, 1999 ",1999,Dec 12 - Dec 18,https://www.cricbuzz.com/cricket-series/728/sri-lanka-in-zimbabwe-odi-series-1999/matches
"India in Australia, 1999-00 ",1999,Dec 11 - Jan 03,https://www.cricbuzz.com/cricket-series/1434/india-in-australia-1999-00/matches
"England in South Africa Test Series, 1999-00 ",1999,Nov 26 - Jan 17,https://www.cricbuzz.com/cricket-series/1435/england-in-south-africa-test-series-1999-00/matches
"Sri Lanka in Zimbabwe Test Series, 1999 ",1999,Nov 19 - Dec 07,https://www.cricbuzz.com/cricket-series/1432/sri-lanka-in-zimbabwe-test-series-1999/matches
"Pakistan in Australia Test Series, 1999 ",1999,Nov 06 - Nov 27,https://www.cricbuzz.com/cricket-series/1431/pakistan-in-australia-test-series-1999/matches
"New Zealand in India ODI Series, 1999 ",1999,Nov 06 - Nov 16,https://www.cricbuzz.com/cricket-series/727/new-zealand-in-india-odi-series-1999/matches
"South Africa v Zimbabwe Test Series, 1999 ",1999,Oct 30 - Nov 13,https://www.cricbuzz.com/cricket-series/1430/south-africa-v-zimbabwe-test-series-1999/matches
"Australia in Zimbabwe ODI Series, 1999 ",1999,Oct 22 - Oct 23,https://www.cricbuzz.com/cricket-series/726/australia-in-zimbabwe-odi-series-1999/matches
"Australia in Zimbabwe, 1999 ",1999,Oct 15 - Oct 16,https://www.cricbuzz.com/cricket-series/1428/australia-in-zimbabwe-1999/matches
"Pakistan, Sri Lanka, West Indies in United Arab Emirates, 1999 ",1999,Oct 14 - Oct 21,https://www.cricbuzz.com/cricket-series/725/pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999/matches
"New Zealand in India Test Series, 1999 ",1999,Oct 11 - Nov 01,https://www.cricbuzz.com/cricket-series/1429/new-zealand-in-india-test-series-1999/matches
"West Indies in Bangladesh ODI Series, 1999 ",1999,Oct 09 - Oct 08,https://www.cricbuzz.com/cricket-series/724/west-indies-in-bangladesh-odi-series-1999/matches
"India, Kenya, South Africa, Zimbabwe in Kenya, 1999 ",1999,Sep 26 - Oct 02,https://www.cricbuzz.com/cricket-series/723/india-kenya-south-africa-zimbabwe-in-kenya-1999/matches
"Pakistan, West Indies in Canada, 1999 ",1999,Sep 17 - Sep 18,https://www.cricbuzz.com/cricket-series/722/pakistan-west-indies-in-canada-1999/matches
"India, West Indies in Canada, 1999 ",1999,Sep 12 - Sep 13,https://www.cricbuzz.com/cricket-series/721/india-west-indies-in-canada-1999/matches
"Australia in Sri Lanka Test Series, 1999 ",1999,Sep 10 - Oct 03,https://www.cricbuzz.com/cricket-series/1427/australia-in-sri-lanka-test-series-1999/matches
"India, West Indies, Zimbabwe in Singapore, 1999 ",1999,Sep 03 - Sep 07,https://www.cricbuzz.com/cricket-series/720/india-west-indies-zimbabwe-in-singapore-1999/matches
"Australia, India, Sri Lanka in Sri Lanka, 1999 ",1999,Aug 23 - Aug 30,https://www.cricbuzz.com/cricket-series/719/australia-india-sri-lanka-in-sri-lanka-1999/matches
"New Zealand in England Test Series, 1999 ",1999,Jul 02 - Aug 21,https://www.cricbuzz.com/cricket-series/1426/new-zealand-in-england-test-series-1999/matches
"ICC World Cup, 1999 ",1999,May 15 - Jun 19,https://www.cricbuzz.com/cricket-series/718/icc-world-cup-1999/matches
"Australia in West Indies ODI Series, 1999 ",1999,Apr 12 - Apr 24,https://www.cricbuzz.com/cricket-series/717/australia-in-west-indies-odi-series-1999/matches
"England, India, Pakistan in United Arab Emirates, 1999 ",1999,Apr 08 - Apr 15,https://www.cricbuzz.com/cricket-series/716/england-india-pakistan-in-united-arab-emirates-1999/matches
"Bangladesh, Kenya, Zimbabwe in Bangladesh, 1999 ",1999,Mar 20 - Mar 26,https://www.cricbuzz.com/cricket-series/713/bangladesh-kenya-zimbabwe-in-bangladesh-1999/matches
"India, Pakistan, Sri Lanka in India, 1999 ",1999,Mar 20 - Apr 03,https://www.cricbuzz.com/cricket-series/715/india-pakistan-sri-lanka-in-india-1999/matches
"Pakistan in Bangladesh ODI Match, 1999 ",1999,Mar 17 - Mar 15,https://www.cricbuzz.com/cricket-series/712/pakistan-in-bangladesh-odi-match-1999/matches
"Australia in West Indies, 1999 ",1999,Mar 06 - Apr 06,https://www.cricbuzz.com/cricket-series/1425/australia-in-west-indies-1999/matches
"South Africa in New Zealand Test Series, 1999 ",1999,Feb 28 - Mar 21,https://www.cricbuzz.com/cricket-series/1424/south-africa-in-new-zealand-test-series-1999/matches
"India, Pakistan, Sri Lanka in Bangladesh/India/Pakistan/Sri Lanka, 1999 ",1999,Feb 17 - Mar 14,https://www.cricbuzz.com/cricket-series/1423/india-pakistan-sri-lanka-in-bangladeshindiapakistansri-lanka-1999/matches
"South Africa in New Zealand ODI Series, 1999 ",1999,Feb 15 - Mar 30,https://www.cricbuzz.com/cricket-series/714/south-africa-in-new-zealand-odi-series-1999/matches
"Pakistan in India Test Series, 1999 ",1999,Jan 29 - Feb 06,https://www.cricbuzz.com/cricket-series/1422/pakistan-in-india-test-series-1999/matches
"West Indies in South Africa ODI Series, 1999 ",1999,Jan 23 - Feb 06,https://www.cricbuzz.com/cricket-series/710/west-indies-in-south-africa-odi-series-1999/matches
"Australia, England, Sri Lanka in Australia, 1999 ",1999,Jan 11 - Feb 12,https://www.cricbuzz.com/cricket-series/711/australia-england-sri-lanka-in-australia-1999/matches
"India in New Zealand ODI Series, 1999 ",1999,Jan 10 - Jan 18,https://www.cricbuzz.com/cricket-series/709/india-in-new-zealand-odi-series-1999/matches
"Sri Lanka in South Africa Test Series, 2000-01 ",2000,Dec 27 - Jan 21,https://www.cricbuzz.com/cricket-series/1452/sri-lanka-in-south-africa-test-series-2000-01/matches
"Zimbabwe in New Zealand Test Match, 2000 ",2000,Dec 27 - Dec 29,https://www.cricbuzz.com/cricket-series/1450/zimbabwe-in-new-zealand-test-match-2000/matches
"Sri Lanka in South Africa ODI Series, 2000-01 ",2000,Dec 16 - Jan 16,https://www.cricbuzz.com/cricket-series/751/sri-lanka-in-south-africa-odi-series-2000-01/matches
"Zimbabwe in India ODI Series, 2000 ",2000,Dec 03 - Dec 13,https://www.cricbuzz.com/cricket-series/749/zimbabwe-in-india-odi-series-2000/matches
"West Indies in Australia, 2000-01 ",2000,Nov 24 - Jan 05,https://www.cricbuzz.com/cricket-series/1451/west-indies-in-australia-2000-01/matches
"Zimbabwe in India Test Series, 2000 ",2000,Nov 19 - Nov 28,https://www.cricbuzz.com/cricket-series/1447/zimbabwe-in-india-test-series-2000/matches
"New Zealand in South Africa Test Series, 2000 ",2000,Nov 18 - Dec 11,https://www.cricbuzz.com/cricket-series/1449/new-zealand-in-south-africa-test-series-2000/matches
"England in Pakistan Test Series, 2000 ",2000,Nov 16 - Dec 10,https://www.cricbuzz.com/cricket-series/1448/england-in-pakistan-test-series-2000/matches
"India in Bangladesh Test Match, 2000 ",2000,Nov 11 - Nov 12,https://www.cricbuzz.com/cricket-series/1446/india-in-bangladesh-test-match-2000/matches
"England in Pakistan ODI Series, 2000 ",2000,Oct 25 - Oct 29,https://www.cricbuzz.com/cricket-series/747/england-in-pakistan-odi-series-2000/matches
"New Zealand in South Africa ODI Series, 2000 ",2000,Oct 21 - Nov 03,https://www.cricbuzz.com/cricket-series/748/new-zealand-in-south-africa-odi-series-2000/matches
"India, Sri Lanka, Zimbabwe in United Arab Emirates, 2000 ",2000,Oct 21 - Oct 28,https://www.cricbuzz.com/cricket-series/746/india-sri-lanka-zimbabwe-in-united-arab-emirates-2000/matches
"ICC KnockOut, 2000 ",2000,Oct 04 - Oct 14,https://www.cricbuzz.com/cricket-series/745/icc-knockout-2000/matches
"New Zealand in Zimbabwe ODI Series, 2000 ",2000,Sep 28 - Sep 30,https://www.cricbuzz.com/cricket-series/744/new-zealand-in-zimbabwe-odi-series-2000/matches
"New Zealand in Zimbabwe Test Series, 2000 ",2000,Sep 13 - Sep 22,https://www.cricbuzz.com/cricket-series/1445/new-zealand-in-zimbabwe-test-series-2000/matches
"New Zealand, Pakistan, South Africa in Singapore, 2000 ",2000,Aug 21 - Aug 26,https://www.cricbuzz.com/cricket-series/743/new-zealand-pakistan-south-africa-in-singapore-2000/matches
"South Africa in Australia ODI Series, 2000 ",2000,Aug 17 - Aug 19,https://www.cricbuzz.com/cricket-series/742/south-africa-in-australia-odi-series-2000/matches
"South Africa in Sri Lanka Test Series, 2000 ",2000,Jul 21 - Aug 09,https://www.cricbuzz.com/cricket-series/1443/south-africa-in-sri-lanka-test-series-2000/matches
"England, West Indies, Zimbabwe in England, 2000 ",2000,Jul 07 - Jul 21,https://www.cricbuzz.com/cricket-series/741/england-west-indies-zimbabwe-in-england-2000/matches
"Pakistan, South Africa, Sri Lanka in Sri Lanka, 2000 ",2000,Jul 06 - Jul 13,https://www.cricbuzz.com/cricket-series/740/pakistan-south-africa-sri-lanka-in-sri-lanka-2000/matches
"West Indies in England, 2000 ",2000,Jun 16 - Sep 03,https://www.cricbuzz.com/cricket-series/1444/west-indies-in-england-2000/matches
"Pakistan in Sri Lanka Test Series, 2000 ",2000,Jun 15 - Jul 01,https://www.cricbuzz.com/cricket-series/1442/pakistan-in-sri-lanka-test-series-2000/matches
"Bangladesh, India, Pakistan, Sri Lanka in Bangladesh, 2000 ( Asia Cup ) ",2000,May 30 - Jun 06,https://www.cricbuzz.com/cricket-series/739/bangladesh-india-pakistan-sri-lanka-in-bangladesh-2000-asia-cup/matches
"Zimbabwe in England Test Series, 2000 ",2000,May 19 - Jun 04,https://www.cricbuzz.com/cricket-series/1441/zimbabwe-in-england-test-series-2000/matches
"Pakistan in West Indies Test Series, 2000 ",2000,May 06 - May 28,https://www.cricbuzz.com/cricket-series/1440/pakistan-in-west-indies-test-series-2000/matches
"Australia in South Africa ODI Series, 2000 ",2000,Apr 13 - Apr 15,https://www.cricbuzz.com/cricket-series/737/australia-in-south-africa-odi-series-2000/matches
"Pakistan, West Indies, Zimbabwe in West Indies, 2000 ",2000,Apr 02 - Apr 22,https://www.cricbuzz.com/cricket-series/738/pakistan-west-indies-zimbabwe-in-west-indies-2000/matches
"India, Pakistan, South Africa in United Arab Emirates, 2000 ",2000,Mar 23 - Mar 30,https://www.cricbuzz.com/cricket-series/736/india-pakistan-south-africa-in-united-arab-emirates-2000/matches
"Zimbabwe in West Indies Test Series, 2000 ",2000,Mar 17 - Mar 27,https://www.cricbuzz.com/cricket-series/1438/zimbabwe-in-west-indies-test-series-2000/matches
"Australia in New Zealand, 2000 ",2000,Mar 12 - Apr 02,https://www.cricbuzz.com/cricket-series/1439/australia-in-new-zealand-2000/matches
"South Africa in India ODI Series, 2000 ",2000,Mar 10 - Mar 18,https://www.cricbuzz.com/cricket-series/735/south-africa-in-india-odi-series-2000/matches
"Sri Lanka in Pakistan Test Series, 2000 ",2000,Feb 27 - Mar 14,https://www.cricbuzz.com/cricket-series/1437/sri-lanka-in-pakistan-test-series-2000/matches
"South Africa in India Test Series, 2000 ",2000,Feb 25 - Mar 05,https://www.cricbuzz.com/cricket-series/1436/south-africa-in-india-test-series-2000/matches
"Australia in New Zealand ODI Series, 2000 ",2000,Feb 18 - Mar 02,https://www.cricbuzz.com/cricket-series/734/australia-in-new-zealand-odi-series-2000/matches
"England in Zimbabwe ODI Series, 2000 ",2000,Feb 17 - Feb 22,https://www.cricbuzz.com/cricket-series/733/england-in-zimbabwe-odi-series-2000/matches
"Sri Lanka in Pakistan ODI Series, 2000 ",2000,Feb 14 - Feb 18,https://www.cricbuzz.com/cricket-series/732/sri-lanka-in-pakistan-odi-series-2000/matches
"England, South Africa, Zimbabwe in South Africa, 2000 ",2000,Jan 22 - Feb 12,https://www.cricbuzz.com/cricket-series/731/england-south-africa-zimbabwe-in-south-africa-2000/matches
"Australia, India, Pakistan in Australia, 2000 ",2000,Jan 10 - Feb 03,https://www.cricbuzz.com/cricket-series/730/australia-india-pakistan-in-australia-2000/matches
"West Indies in New Zealand ODI Series, 2000 ",2000,Jan 03 - Jan 10,https://www.cricbuzz.com/cricket-series/729/west-indies-in-new-zealand-odi-series-2000/matches
"Zimbabwe in Sri Lanka Test Series, 2002 ",2001,Dec 28 - Jan 14,https://www.cricbuzz.com/cricket-series/1471/zimbabwe-in-sri-lanka-test-series-2002/matches
"Bangladesh in New Zealand Test Series, 2001 ",2001,Dec 19 - Dec 28,https://www.cricbuzz.com/cricket-series/1469/bangladesh-in-new-zealand-test-series-2001/matches
"South Africa in Australia Test Series, 2001-02 ",2001,Dec 15 - Jan 04,https://www.cricbuzz.com/cricket-series/1470/south-africa-in-australia-test-series-2001-02/matches
"Sri Lanka, West Indies, Zimbabwe in Sri Lanka, 2001 ",2001,Dec 09 - Dec 18,https://www.cricbuzz.com/cricket-series/769/sri-lanka-west-indies-zimbabwe-in-sri-lanka-2001/matches
"England in India Test Series, 2001 ",2001,Dec 04 - Dec 22,https://www.cricbuzz.com/cricket-series/1468/england-in-india-test-series-2001/matches
"Zimbabwe in Bangladesh ODI Series, 2001 ",2001,Nov 24 - Nov 25,https://www.cricbuzz.com/cricket-series/768/zimbabwe-in-bangladesh-odi-series-2001/matches
"West Indies in Sri Lanka Test Series, 2001 ",2001,Nov 14 - Dec 02,https://www.cricbuzz.com/cricket-series/1466/west-indies-in-sri-lanka-test-series-2001/matches
"Zimbabwe in Bangladesh Test Series, 2001 ",2001,Nov 09 - Nov 18,https://www.cricbuzz.com/cricket-series/1464/zimbabwe-in-bangladesh-test-series-2001/matches
"New Zealand in Australia, 2001 ",2001,Nov 09 - Dec 03,https://www.cricbuzz.com/cricket-series/1467/new-zealand-in-australia-2001/matches
"India in South Africa Test Series, 2001 ",2001,Nov 04 - Nov 19,https://www.cricbuzz.com/cricket-series/1465/india-in-south-africa-test-series-2001/matches
"Pakistan, Sri Lanka, Zimbabwe in United Arab Emirates, 2001 ",2001,Oct 27 - Nov 03,https://www.cricbuzz.com/cricket-series/767/pakistan-sri-lanka-zimbabwe-in-united-arab-emirates-2001/matches
"India, Kenya, South Africa in South Africa, 2001 ",2001,Oct 06 - Oct 25,https://www.cricbuzz.com/cricket-series/766/india-kenya-south-africa-in-south-africa-2001/matches
"England in Zimbabwe ODI Series, 2001 ",2001,Oct 04 - Oct 12,https://www.cricbuzz.com/cricket-series/765/england-in-zimbabwe-odi-series-2001/matches
"South Africa in Zimbabwe ODI Series, 2001 ",2001,Sep 24 - Sep 29,https://www.cricbuzz.com/cricket-series/764/south-africa-in-zimbabwe-odi-series-2001/matches
"South Africa in Zimbabwe Test Series, 2001 ",2001,Sep 08 - Sep 17,https://www.cricbuzz.com/cricket-series/1463/south-africa-in-zimbabwe-test-series-2001/matches
"Bangladesh, Pakistan, Sri Lanka in Pakistan/Sri Lanka, 2001-02 ",2001,Aug 30 - Mar 09,https://www.cricbuzz.com/cricket-series/1475/bangladesh-pakistan-sri-lanka-in-pakistansri-lanka-2001-02/matches
"West Indies in Kenya ODI Series, 2001 ",2001,Aug 16 - Aug 18,https://www.cricbuzz.com/cricket-series/763/west-indies-in-kenya-odi-series-2001/matches
"India in Sri Lanka Test Series, 2001 ",2001,Aug 15 - Sep 01,https://www.cricbuzz.com/cricket-series/1462/india-in-sri-lanka-test-series-2001/matches
